id,hub,zcta,state,latitude,longitude,predicted_pressure,predicted_risk,owner_households,renter_households,owner_yoy_pct,renter_yoy_pct,housing_units_yoy_pct,median_rent_usd
12960-2024,ZCTA 12960,12960,US,44.015756,-73.572348,623.9129891565514,STOCKOUT_RISK,422,91,-4.31,911.11,23.27,850.0
93238-2024,ZCTA 93238,93238,US,35.850772,-118.49771,623.7158928054516,STOCKOUT_RISK,484,97,10.5,977.78,12.83,1691.0
24161-2024,ZCTA 24161,24161,US,36.978085,-79.529113,618.8758680472278,STOCKOUT_RISK,107,99,-13.01,1137.5,21.91,1119.0
57246-2024,ZCTA 57246,57246,US,45.054908,-96.666981,611.1488897561278,STOCKOUT_RISK,50,9,-28.57,800.0,-15.38,506.0
24731-2024,ZCTA 24731,24731,US,37.397354,-81.151631,523.187155894384,STOCKOUT_RISK,20,51,0.0,325.0,491.67,628.0
78719-2024,ZCTA 78719,78719,US,30.1393,-97.673092,497.24238896251126,STOCKOUT_RISK,483,102,-7.29,580.0,10.61,1656.0
39057-2024,ZCTA 39057,39057,US,32.490854,-89.284427,496.2827991267782,STOCKOUT_RISK,786,93,5.36,615.38,11.02,474.0
40941-2024,ZCTA 40941,40941,US,37.130055,-83.745555,489.6231723944697,STOCKOUT_RISK,25,106,0.0,278.57,147.17,833.0
17880-2024,ZCTA 17880,17880,US,40.891097,-77.123864,470.1325864195151,STOCKOUT_RISK,0,10,0.0,150.0,150.0,1125.0
37340-2024,ZCTA 37340,37340,US,35.021988,-85.519895,467.40383596571587,STOCKOUT_RISK,113,85,-4.24,507.14,30.24,522.0
63785-2024,ZCTA 63785,63785,US,37.266837,-89.822215,465.2036423774463,STOCKOUT_RISK,422,37,6.3,516.67,20.57,1079.0
50567-2024,ZCTA 50567,50567,US,42.523753,-95.08084,464.3592021561891,STOCKOUT_RISK,74,42,-17.78,500.0,15.7,776.0
45650-2024,ZCTA 45650,45650,US,38.738293,-83.422328,463.5472973082223,STOCKOUT_RISK,124,74,-8.82,516.67,14.44,786.0
84315-2024,ZCTA 84315,84315,US,41.167508,-112.137773,458.4846440594355,STOCKOUT_RISK,2690,97,0.67,506.25,5.19,2269.0
96848-2024,ZCTA 96848,96848,US,21.301329,-157.814276,455.34719693853117,STOCKOUT_RISK,0,19,0.0,375.0,89.47,587.0
95697-2024,ZCTA 95697,95697,US,38.732881,-121.807195,449.26273671808,STOCKOUT_RISK,0,201,0.0,145.12,145.12,1803.0
95671-2024,ZCTA 95671,95671,US,38.694464,-121.153753,445.1889764482448,STOCKOUT_RISK,0,46,0.0,142.11,142.11,1420.0
52756-2024,ZCTA 52756,52756,US,41.729113,-90.54159,441.0534300206681,STOCKOUT_RISK,656,77,6.84,492.31,15.71,865.0
95007-2024,ZCTA 95007,95007,US,37.110125,-122.114345,425.7469760799229,STOCKOUT_RISK,37,149,-72.79,338.24,36.1,2034.0
08023-2024,ZCTA 08023,8023,US,39.688108,-75.496899,423.2474176362757,STOCKOUT_RISK,54,92,-27.03,360.0,16.8,2141.0
42722-2024,ZCTA 42722,42722,US,37.276586,-85.716132,420.8377120120502,STOCKOUT_RISK,106,111,-9.4,344.0,8.5,504.0
41651-2024,ZCTA 41651,41651,US,37.467149,-82.755277,411.4023056761489,STOCKOUT_RISK,13,126,44.44,162.5,88.76,255.0
43111-2024,ZCTA 43111,43111,US,39.502067,-82.2427,403.1537098149461,STOCKOUT_RISK,61,102,177.27,112.5,132.86,987.0
38839-2024,ZCTA 38839,38839,US,33.855572,-89.284062,393.40254176046045,STOCKOUT_RISK,6,29,-66.67,262.5,34.62,773.0
32403-2024,ZCTA 32403,32403,US,30.048562,-85.553231,391.79233988924227,STOCKOUT_RISK,0,71,0.0,153.57,67.74,2422.0
14614-2024,ZCTA 14614,14614,US,43.157614,-77.614742,386.44766556092304,STOCKOUT_RISK,16,170,300.0,25.0,32.39,1394.0
53706-2024,ZCTA 53706,53706,US,43.075022,-89.409969,379.4822069178212,STOCKOUT_RISK,0,58,0.0,132.0,110.26,983.0
71459-2024,ZCTA 71459,71459,US,31.077352,-93.22042,375.14150823525347,STOCKOUT_RISK,57,3337,280.0,3.25,0.55,1162.0
51447-2024,ZCTA 51447,51447,US,41.721032,-95.191945,370.66675777841516,STOCKOUT_RISK,32,20,-44.83,400.0,-14.58,1167.0
28442-2024,ZCTA 28442,28442,US,34.310175,-78.601091,365.56473068198926,STOCKOUT_RISK,504,95,11.5,400.0,19.77,839.0
19980-2024,ZCTA 19980,19980,US,39.073522,-75.570169,362.2330734276286,STOCKOUT_RISK,72,37,26.32,311.11,63.51,866.0
12207-2024,ZCTA 12207,12207,US,42.655489,-73.747618,355.7166726159399,STOCKOUT_RISK,55,1324,223.53,4.17,6.37,1331.0
15686-2024,ZCTA 15686,15686,US,40.615013,-79.437107,351.99238612074674,STOCKOUT_RISK,427,56,-7.97,409.09,-0.57,818.0
51101-2024,ZCTA 51101,51101,US,42.493688,-96.394184,351.08908790914927,STOCKOUT_RISK,22,618,214.29,9.96,8.99,708.0
47224-2024,ZCTA 47224,47224,US,38.89044,-85.227992,350.4380764140855,STOCKOUT_RISK,109,51,-4.39,292.31,42.52,1051.0
58001-2024,ZCTA 58001,58001,US,46.448366,-96.740812,344.3900751676358,STOCKOUT_RISK,100,5,-0.99,400.0,1.75,525.0
45433-2024,ZCTA 45433,45433,US,39.822834,-84.048504,340.18081224459655,STOCKOUT_RISK,11,415,175.0,0.97,2.9,1422.0
12222-2024,ZCTA 12222,12222,US,42.685261,-73.82323,337.9640394445166,STOCKOUT_RISK,0,97,0.0,79.63,107.41,2242.0
44659-2024,ZCTA 44659,44659,US,40.6948,-81.701825,336.77146294337444,STOCKOUT_RISK,33,28,32.0,211.11,52.5,1125.0
56729-2024,ZCTA 56729,56729,US,48.669158,-96.593617,336.1019644674818,STOCKOUT_RISK,36,9,-14.29,350.0,-3.57,658.0
93106-2024,ZCTA 93106,93106,US,34.417259,-119.851302,331.45987176819256,STOCKOUT_RISK,0,66,0.0,73.68,70.73,2100.0
29849-2024,ZCTA 29849,29849,US,33.103626,-81.238347,329.11254082667085,STOCKOUT_RISK,82,12,46.43,300.0,49.38,1656.0
62928-2024,ZCTA 62928,62928,US,37.475405,-88.567239,328.8583446863331,STOCKOUT_RISK,26,32,0.0,255.56,3.12,492.0
22904-2024,ZCTA 22904,22904,US,38.035436,-78.511249,328.7063966524022,STOCKOUT_RISK,0,36,0.0,71.43,71.43,1063.0
17867-2024,ZCTA 17867,17867,US,40.714661,-76.690322,327.0181479249518,STOCKOUT_RISK,57,13,-16.18,333.33,-1.27,1297.0
58204-2024,ZCTA 58204,58204,US,47.960469,-97.370795,326.66886129207086,STOCKOUT_RISK,12,512,140.0,0.99,3.05,1626.0
75448-2024,ZCTA 75448,75448,US,33.316269,-95.788968,326.43538905493995,STOCKOUT_RISK,253,74,15.0,289.47,26.52,1315.0
41503-2024,ZCTA 41503,41503,US,37.66069,-82.284318,324.31704559201023,STOCKOUT_RISK,113,126,16.49,250.0,38.69,723.0
99726-2024,ZCTA 99726,99726,US,66.75531,-151.414738,322.9832334655095,STOCKOUT_RISK,9,11,12.5,266.67,42.86,1304.0
21005-2024,ZCTA 21005,21005,US,39.472632,-76.110666,321.50572889638687,STOCKOUT_RISK,23,812,155.56,-2.64,-5.11,2087.0
44418-2024,ZCTA 44418,44418,US,41.306912,-80.60462,321.11229468109843,STOCKOUT_RISK,526,57,12.88,307.14,17.86,718.0
49921-2024,ZCTA 49921,49921,US,47.091218,-88.57971,319.5873214575243,STOCKOUT_RISK,75,50,1.35,212.5,-16.11,763.0
45727-2024,ZCTA 45727,45727,US,39.645643,-81.478612,316.59204123899343,STOCKOUT_RISK,224,66,-6.28,288.24,12.24,483.0
25107-2024,ZCTA 25107,25107,US,38.237957,-81.676172,315.4506816937174,STOCKOUT_RISK,142,29,-21.11,314.29,-18.51,586.0
48109-2024,ZCTA 48109,48109,US,42.291245,-83.708195,314.6469865738508,STOCKOUT_RISK,0,156,0.0,64.21,64.21,1453.0
62972-2024,ZCTA 62972,62972,US,37.540668,-88.816118,314.57158220093424,STOCKOUT_RISK,382,39,0.26,333.33,6.93,1338.0
64019-2024,ZCTA 64019,64019,US,38.777543,-93.865283,314.0578028688096,STOCKOUT_RISK,926,65,1.09,306.25,12.42,756.0
77873-2024,ZCTA 77873,77873,US,30.582632,-95.800538,313.13346886521003,STOCKOUT_RISK,471,60,0.21,328.57,1.05,1101.0
77970-2024,ZCTA 77970,77970,US,28.846341,-96.434149,312.2733718330007,STOCKOUT_RISK,40,50,-41.18,233.33,5.34,972.0
61812-2024,ZCTA 61812,61812,US,40.209777,-87.926661,310.2967097533212,STOCKOUT_RISK,103,23,7.29,283.33,20.0,1010.0
51056-2024,ZCTA 51056,51056,US,42.241293,-95.956396,309.90499857675945,STOCKOUT_RISK,160,13,-0.62,333.33,2.15,658.0
12791-2024,ZCTA 12791,12791,US,41.817275,-74.89287,309.8275603485529,STOCKOUT_RISK,272,91,44.68,264.0,34.24,787.0
29378-2024,ZCTA 29378,29378,US,34.966792,-81.968697,309.62366586289755,STOCKOUT_RISK,30,133,0.0,95.59,58.41,918.0
58643-2024,ZCTA 58643,58643,US,46.216746,-103.959692,307.6034667919845,STOCKOUT_RISK,52,19,1.96,280.0,2.15,513.0
23284-2024,ZCTA 23284,23284,US,37.549028,-77.451696,300.17039674258587,STOCKOUT_RISK,0,20,0.0,42.86,42.86,1625.0
25048-2024,ZCTA 25048,25048,US,37.947329,-81.430769,299.85573087078336,STOCKOUT_RISK,35,32,-22.22,190.91,12.33,827.0
72332-2024,ZCTA 72332,72332,US,35.101162,-90.302348,296.2104794452252,STOCKOUT_RISK,6,50,50.0,51.52,47.5,635.0
38460-2024,ZCTA 38460,38460,US,35.101157,-87.159372,294.16244212931934,STOCKOUT_RISK,678,107,-2.02,282.14,9.28,744.0
06702-2024,ZCTA 06702,6702,US,41.556461,-73.045886,294.08498487542334,STOCKOUT_RISK,148,1711,124.24,6.27,9.16,749.0
33965-2024,ZCTA 33965,33965,US,26.464084,-81.766517,292.4094805651255,STOCKOUT_RISK,0,109,0.0,39.74,39.74,1339.0
27923-2024,ZCTA 27923,27923,US,36.368236,-75.930826,291.83849216502415,STOCKOUT_RISK,229,72,-0.87,242.86,20.74,1600.0
95920-2024,ZCTA 95920,95920,US,39.449794,-121.936372,291.73000757396056,STOCKOUT_RISK,58,77,26.09,148.39,46.02,802.0
01731-2024,ZCTA 01731,1731,US,42.464648,-71.28483,289.319899827716,STOCKOUT_RISK,0,680,0.0,37.37,37.37,3408.0
98421-2024,ZCTA 98421,98421,US,47.260637,-122.400209,288.73008283328727,STOCKOUT_RISK,5,90,25.0,73.08,38.46,1083.0
22610-2024,ZCTA 22610,22610,US,38.824656,-78.279143,288.68978319625495,STOCKOUT_RISK,691,73,1.02,284.21,8.55,1301.0
65771-2024,ZCTA 65771,65771,US,36.774833,-93.204208,287.37356231517157,STOCKOUT_RISK,403,130,-8.2,242.11,11.25,1549.0
57756-2024,ZCTA 57756,57756,US,43.237288,-102.475437,286.27046203662235,STOCKOUT_RISK,21,282,16.67,58.43,44.44,562.0
99679-2024,ZCTA 99679,99679,US,61.104415,-160.938363,285.0506122112579,STOCKOUT_RISK,8,17,100.0,112.5,43.75,505.0
50609-2024,ZCTA 50609,50609,US,42.228377,-92.809466,283.2761906564837,STOCKOUT_RISK,155,19,-7.74,280.0,1.58,785.0
33854-2024,ZCTA 33854,33854,US,27.856274,-81.40993,283.0519563282865,STOCKOUT_RISK,102,372,-6.42,143.14,26.55,727.0
49791-2024,ZCTA 49791,49791,US,45.481006,-84.599373,281.82402911687,STOCKOUT_RISK,68,11,1.49,266.67,5.16,1750.0
12924-2024,ZCTA 12924,12924,US,44.480055,-73.582645,275.48935438650454,STOCKOUT_RISK,29,108,93.33,12.5,23.42,1067.0
83311-2024,ZCTA 83311,83311,US,42.407951,-113.560796,275.1336490183823,STOCKOUT_RISK,162,74,-7.95,196.0,25.7,2574.0
68943-2024,ZCTA 68943,68943,US,40.031109,-97.887306,274.33105340010366,STOCKOUT_RISK,76,34,2.7,209.09,25.22,529.0
29329-2024,ZCTA 29329,29329,US,34.992453,-81.835984,273.90541524970223,STOCKOUT_RISK,44,83,-21.43,151.52,10.98,1077.0
99791-2024,ZCTA 99791,99791,US,70.480786,-157.325459,273.6031007741621,STOCKOUT_RISK,34,45,112.5,66.67,67.35,1000.0
66941-2024,ZCTA 66941,66941,US,39.830775,-98.447992,273.16071033636604,STOCKOUT_RISK,63,26,8.62,225.0,13.56,600.0
26374-2024,ZCTA 26374,26374,US,39.452313,-79.875295,272.51008387195174,STOCKOUT_RISK,571,79,-16.76,259.09,-7.89,634.0
50592-2024,ZCTA 50592,50592,US,42.729257,-95.183407,271.995710633443,STOCKOUT_RISK,33,43,26.92,86.96,60.0,1102.0
46039-2024,ZCTA 46039,46039,US,40.370181,-86.311698,271.01237809572046,STOCKOUT_RISK,186,36,17.72,227.27,28.57,1092.0
55111-2024,ZCTA 55111,55111,US,44.890094,-93.190164,270.0482953751184,STOCKOUT_RISK,0,138,0.0,38.0,41.13,968.0
13780-2024,ZCTA 13780,13780,US,42.422485,-75.476583,269.7632778041269,STOCKOUT_RISK,262,116,-10.88,222.22,20.07,1750.0
70658-2024,ZCTA 70658,70658,US,30.521695,-93.036234,269.58931318286994,STOCKOUT_RISK,254,57,18.14,235.29,19.42,649.0
38928-2024,ZCTA 38928,38928,US,33.869471,-90.291899,269.3972105682112,STOCKOUT_RISK,39,100,25.81,72.41,42.98,773.0
16155-2024,ZCTA 16155,16155,US,41.067732,-80.510731,268.7331149291676,STOCKOUT_RISK,0,43,0.0,30.3,30.3,1125.0
20680-2024,ZCTA 20680,20680,US,38.10913,-76.385886,268.1180167346651,STOCKOUT_RISK,115,173,-43.35,118.99,-12.99,1592.0
61435-2024,ZCTA 61435,61435,US,40.99561,-90.568639,268.00508333209143,STOCKOUT_RISK,38,49,46.15,96.0,38.03,708.0
40807-2024,ZCTA 40807,40807,US,36.96402,-82.955591,265.4455019931182,STOCKOUT_RISK,225,59,4.65,210.53,14.64,769.0
06387-2024,ZCTA 06387,6387,US,41.744107,-71.909865,265.0532192708413,STOCKOUT_RISK,26,95,-13.33,58.33,34.44,940.0
02841-2024,ZCTA 02841,2841,US,41.507459,-71.330024,264.8402746347373,STOCKOUT_RISK,0,15,0.0,25.0,25.0,3501.0
08640-2024,ZCTA 08640,8640,US,40.013969,-74.575016,264.2539915222189,STOCKOUT_RISK,2,787,100.0,-12.56,-3.17,2466.0
66027-2024,ZCTA 66027,66027,US,39.361403,-94.916487,263.8042015381492,STOCKOUT_RISK,15,1675,66.67,5.68,4.2,2064.0
95736-2024,ZCTA 95736,95736,US,39.039122,-120.977494,263.5765138956429,STOCKOUT_RISK,0,115,0.0,49.35,38.26,2262.0
67445-2024,ZCTA 67445,67445,US,39.371384,-97.824151,263.2446416862666,STOCKOUT_RISK,217,39,9.05,200.0,25.26,752.0
84001-2024,ZCTA 84001,84001,US,40.345248,-110.273487,262.72445791471614,STOCKOUT_RISK,181,50,-3.21,212.5,12.0,1167.0
24595-2024,ZCTA 24595,24595,US,37.561245,-79.080662,261.4694849091269,STOCKOUT_RISK,15,64,0.0,42.22,31.67,906.0
08608-2024,ZCTA 08608,8608,US,40.219081,-74.766843,261.32178701313336,STOCKOUT_RISK,100,553,81.82,9.5,11.94,996.0
65305-2024,ZCTA 65305,65305,US,38.733116,-93.553158,260.4559609927191,STOCKOUT_RISK,11,960,57.14,-0.83,-0.4,1306.0
67556-2024,ZCTA 67556,67556,US,38.604619,-99.520035,260.368703384438,STOCKOUT_RISK,126,19,27.27,216.67,22.08,539.0
39456-2024,ZCTA 39456,39456,US,31.030633,-88.827676,260.29701525540327,STOCKOUT_RISK,406,56,65.04,194.74,46.53,777.0
57361-2024,ZCTA 57361,57361,US,42.994574,-98.434602,259.2068033654049,STOCKOUT_RISK,22,65,-24.14,85.71,24.29,554.0
64667-2024,ZCTA 64667,64667,US,40.400409,-93.34476,258.39026733975857,STOCKOUT_RISK,98,19,8.89,216.67,18.4,500.0
47231-2024,ZCTA 47231,47231,US,38.900912,-85.494614,258.2750893981688,STOCKOUT_RISK,138,147,-12.1,119.4,22.31,2025.0
95652-2024,ZCTA 95652,95652,US,38.662638,-121.400828,258.18995782677683,STOCKOUT_RISK,0,487,0.0,18.2,18.2,1888.0
15444-2024,ZCTA 15444,15444,US,40.013407,-79.908458,256.74342703795077,STOCKOUT_RISK,231,84,14.93,162.5,35.19,1281.0
98315-2024,ZCTA 98315,98315,US,47.72455,-122.716011,256.3366106736157,STOCKOUT_RISK,15,1157,36.36,7.73,8.7,2353.0
37228-2024,ZCTA 37228,37228,US,36.19693,-86.803373,255.63820544821453,STOCKOUT_RISK,21,1791,31.25,17.75,31.28,1518.0
95903-2024,ZCTA 95903,95903,US,39.121296,-121.371098,254.3576631674354,STOCKOUT_RISK,31,631,34.78,11.09,11.7,2688.0
90014-2024,ZCTA 90014,90014,US,34.043006,-118.2519,254.28602157303825,STOCKOUT_RISK,417,6587,76.69,6.0,6.35,1583.0
64065-2024,ZCTA 64065,64065,US,38.952177,-94.404397,253.70088919555488,STOCKOUT_RISK,0,23,0.0,27.78,-4.17,1038.0
76155-2024,ZCTA 76155,76155,US,32.823986,-97.049113,253.39999439250457,STOCKOUT_RISK,15,3632,50.0,0.47,1.12,1494.0
56581-2024,ZCTA 56581,56581,US,47.462333,-96.761827,253.34212279989853,STOCKOUT_RISK,105,17,-11.76,240.0,0.0,810.0
22448-2024,ZCTA 22448,22448,US,38.33631,-77.028454,253.10948585302935,STOCKOUT_RISK,0,252,0.0,24.75,21.62,1941.0
71674-2024,ZCTA 71674,71674,US,33.826243,-91.181163,252.7594814782902,STOCKOUT_RISK,232,41,2.65,215.38,10.03,742.0
07608-2024,ZCTA 07608,7608,US,40.849609,-74.061893,252.56606668266338,STOCKOUT_RISK,0,39,0.0,11.43,11.43,1982.0
24378-2024,ZCTA 24378,24378,US,36.694311,-81.419636,251.8342000305825,STOCKOUT_RISK,443,70,-0.67,233.33,10.11,949.0
81027-2024,ZCTA 81027,81027,US,37.24667,-103.723163,251.62843240304673,STOCKOUT_RISK,43,26,-15.69,188.89,2.91,775.0
84112-2024,ZCTA 84112,84112,US,40.765254,-111.841362,251.43025257112714,STOCKOUT_RISK,0,235,0.0,29.12,25.23,1208.0
95410-2024,ZCTA 95410,95410,US,39.23494,-123.699854,251.4185946769095,STOCKOUT_RISK,233,200,-13.38,140.96,17.01,902.0
82329-2024,ZCTA 82329,82329,US,42.042894,-106.106129,250.79511959391803,STOCKOUT_RISK,168,73,7.69,170.37,28.24,529.0
72440-2024,ZCTA 72440,72440,US,35.992386,-91.264695,250.467847235738,STOCKOUT_RISK,107,29,42.67,163.64,42.73,691.0
97901-2024,ZCTA 97901,97901,US,43.589056,-117.098305,250.3352938412592,STOCKOUT_RISK,262,108,23.58,145.45,30.1,923.0
01901-2024,ZCTA 01901,1901,US,42.460419,-70.946379,250.13410176959513,STOCKOUT_RISK,32,1470,-17.95,31.48,26.14,1363.0
71663-2024,ZCTA 71663,71663,US,33.226443,-91.429483,249.74826754899337,STOCKOUT_RISK,171,79,-7.07,163.33,15.38,625.0
18828-2024,ZCTA 18828,18828,US,41.797443,-76.110303,249.12617463262805,STOCKOUT_RISK,61,17,-39.6,240.0,-6.83,1098.0
17027-2024,ZCTA 17027,17027,US,40.157418,-76.982115,249.03047810530697,STOCKOUT_RISK,154,43,-5.52,186.67,10.44,1861.0
63654-2024,ZCTA 63654,63654,US,37.487151,-90.857524,248.9873140618849,STOCKOUT_RISK,309,30,8.8,233.33,1.81,675.0
25285-2024,ZCTA 25285,25285,US,38.539656,-81.101556,248.83006932752716,STOCKOUT_RISK,195,171,7.73,108.54,25.48,648.0
99552-2024,ZCTA 99552,99552,US,60.910742,-161.217154,248.78975636631617,STOCKOUT_RISK,62,26,26.53,136.36,37.31,492.0
23511-2024,ZCTA 23511,23511,US,36.93724,-76.309215,247.8275405989939,STOCKOUT_RISK,0,309,0.0,9.19,5.82,2154.0
62225-2024,ZCTA 62225,62225,US,38.542974,-89.852127,247.6828066048254,STOCKOUT_RISK,41,1468,41.38,-3.8,-3.96,1665.0
44417-2024,ZCTA 44417,44417,US,41.43316,-80.663287,247.65338766032548,STOCKOUT_RISK,503,101,-16.31,206.06,-4.73,909.0
99743-2024,ZCTA 99743,99743,US,63.926835,-149.9883,247.58953186320983,STOCKOUT_RISK,206,57,-17.93,235.29,-3.98,575.0
32079-2024,ZCTA 32079,32079,US,29.977993,-81.807021,247.47453375124715,STOCKOUT_RISK,0,175,0.0,25.9,24.28,1837.0
57661-2024,ZCTA 57661,57661,US,45.26651,-100.977565,247.45886543402162,STOCKOUT_RISK,16,40,6.67,48.15,24.44,616.0
74640-2024,ZCTA 74640,74640,US,36.57102,-97.649023,247.2511279819975,STOCKOUT_RISK,96,20,2.13,185.71,25.66,1583.0
83325-2024,ZCTA 83325,83325,US,42.589607,-114.236404,245.98897834950316,STOCKOUT_RISK,196,123,4.81,136.54,21.31,979.0
37028-2024,ZCTA 37028,37028,US,36.628017,-87.852264,245.95034765312045,STOCKOUT_RISK,182,98,-6.67,180.0,20.05,914.0
95202-2024,ZCTA 95202,95202,US,37.959736,-121.288287,245.11902583496203,STOCKOUT_RISK,300,3080,69.49,1.58,1.8,934.0
97011-2024,ZCTA 97011,97011,US,45.387422,-122.03674,244.94225868299998,STOCKOUT_RISK,249,58,-25.89,222.22,-4.37,1339.0
05447-2024,ZCTA 05447,5447,US,44.94219,-72.703176,244.55365680205895,STOCKOUT_RISK,23,45,-25.81,80.0,3.03,985.0
13628-2024,ZCTA 13628,13628,US,44.038061,-75.682635,244.28278020561365,STOCKOUT_RISK,100,37,63.93,117.65,57.45,1214.0
83209-2024,ZCTA 83209,83209,US,42.857816,-112.426196,244.24344965041035,STOCKOUT_RISK,0,262,0.0,18.02,15.6,673.0
21402-2024,ZCTA 21402,21402,US,38.988393,-76.470681,244.09059047147457,STOCKOUT_RISK,0,441,0.0,23.18,14.95,2933.0
17101-2024,ZCTA 17101,17101,US,40.258414,-76.89291,244.06644206513477,STOCKOUT_RISK,30,1884,42.86,-4.75,-4.25,1107.0
80290-2024,ZCTA 80290,80290,US,39.744092,-104.986754,243.5950965228442,STOCKOUT_RISK,0,375,0.0,5.04,5.04,2306.0
60602-2024,ZCTA 60602,60602,US,41.883041,-87.629079,243.1852880777984,STOCKOUT_RISK,265,447,3.92,51.01,29.22,2498.0
57342-2024,ZCTA 57342,57342,US,43.244625,-98.701247,242.9374503264421,STOCKOUT_RISK,172,25,3.61,212.5,-2.46,635.0
23651-2024,ZCTA 23651,23651,US,37.001772,-76.309871,242.59513896374213,STOCKOUT_RISK,0,272,0.0,11.48,10.07,2044.0
61602-2024,ZCTA 61602,61602,US,40.679205,-89.605574,242.34675279845735,STOCKOUT_RISK,124,767,4.2,33.39,20.17,965.0
12765-2024,ZCTA 12765,12765,US,41.852341,-74.621165,241.4870790222477,STOCKOUT_RISK,360,67,18.42,168.0,26.65,1147.0
84071-2024,ZCTA 84071,84071,US,40.353814,-112.267902,240.51383672052134,STOCKOUT_RISK,516,51,-15.27,218.75,-10.0,1318.0
98314-2024,ZCTA 98314,98314,US,47.562471,-122.638719,240.3766604570169,STOCKOUT_RISK,0,33,0.0,3.12,3.12,2684.0
99660-2024,ZCTA 99660,99660,US,57.178261,-170.323608,240.23265110166435,STOCKOUT_RISK,33,44,-17.5,109.52,4.08,971.0
18063-2024,ZCTA 18063,18063,US,40.782777,-75.181792,240.2263833424788,STOCKOUT_RISK,137,94,57.47,67.86,53.33,1264.0
43553-2024,ZCTA 43553,43553,US,41.530662,-84.217907,240.17337372692373,STOCKOUT_RISK,99,37,-22.66,184.62,-3.9,918.0
01840-2024,ZCTA 01840,1840,US,42.706763,-71.160403,240.08457500973267,STOCKOUT_RISK,89,3519,17.11,9.18,7.2,1413.0
80840-2024,ZCTA 80840,80840,US,39.000068,-104.864468,239.63615346921327,STOCKOUT_RISK,0,706,0.0,5.06,6.02,2264.0
29377-2024,ZCTA 29377,29377,US,34.930737,-82.096839,239.59226091224284,STOCKOUT_RISK,64,141,16.36,63.95,32.8,651.0
73102-2024,ZCTA 73102,73102,US,35.470652,-97.51909,239.4573648963864,STOCKOUT_RISK,113,1412,14.14,12.78,9.86,1345.0
36115-2024,ZCTA 36115,36115,US,32.406859,-86.246748,239.30061661661944,STOCKOUT_RISK,0,249,0.0,5.06,4.9,1405.0
94535-2024,ZCTA 94535,94535,US,38.270937,-121.937017,238.6784607001441,STOCKOUT_RISK,12,1042,50.0,5.04,3.22,3122.0
10279-2024,ZCTA 10279,10279,US,40.712626,-74.008669,238.25741914805386,STOCKOUT_RISK,0,84,0.0,35.48,-24.62,3501.0
85708-2024,ZCTA 85708,85708,US,32.175766,-110.860159,237.67171092011978,STOCKOUT_RISK,8,1373,14.29,0.07,-1.05,1712.0
01608-2024,ZCTA 01608,1608,US,42.26209,-71.801428,237.230014011238,STOCKOUT_RISK,139,2197,39.0,3.93,6.24,1491.0
41553-2024,ZCTA 41553,41553,US,37.48058,-82.160286,236.78071103239876,STOCKOUT_RISK,783,124,3.3,181.82,17.83,254.0
42223-2024,ZCTA 42223,42223,US,36.639356,-87.473311,236.31119457271214,STOCKOUT_RISK,48,4409,23.08,5.78,5.33,1603.0
66419-2024,ZCTA 66419,66419,US,39.360679,-95.598882,236.2547940499251,STOCKOUT_RISK,151,53,16.15,140.91,21.93,898.0
48502-2024,ZCTA 48502,48502,US,43.014645,-83.689159,236.20412697552462,STOCKOUT_RISK,0,210,0.0,31.25,34.65,1003.0
04471-2024,ZCTA 04471,4471,US,45.916545,-67.856824,235.97018150440712,STOCKOUT_RISK,232,46,1.31,187.5,11.03,483.0
13603-2024,ZCTA 13603,13603,US,44.029919,-75.803567,235.57834697951338,STOCKOUT_RISK,206,4916,24.1,-0.49,-0.56,1627.0
58772-2024,ZCTA 58772,58772,US,48.959575,-102.63371,234.62767405483578,STOCKOUT_RISK,42,60,-32.26,87.5,12.5,674.0
49927-2024,ZCTA 49927,49927,US,46.03306,-88.547007,234.5918517909486,STOCKOUT_RISK,135,11,4.65,175.0,16.92,685.0
12778-2024,ZCTA 12778,12778,US,41.661739,-74.814205,234.02963972804022,STOCKOUT_RISK,185,120,5.71,185.71,4.78,1371.0
10535-2024,ZCTA 10535,10535,US,41.335169,-73.793919,233.6537384654905,STOCKOUT_RISK,54,175,8.0,19.86,16.84,1898.0
32925-2024,ZCTA 32925,32925,US,28.25163,-80.610008,233.59875405139857,STOCKOUT_RISK,0,508,0.0,-0.97,-0.97,2190.0
75251-2024,ZCTA 75251,75251,US,32.919435,-96.77478,233.55012008679816,STOCKOUT_RISK,32,2202,39.13,0.96,-1.05,1800.0
98283-2024,ZCTA 98283,98283,US,48.800551,-121.30355,233.48477367077876,STOCKOUT_RISK,121,27,49.38,145.45,50.0,755.0
07757-2024,ZCTA 07757,7757,US,40.315996,-74.017637,233.17904540917135,STOCKOUT_RISK,2234,453,-4.04,179.63,9.35,1608.0
53047-2024,ZCTA 53047,53047,US,43.260504,-88.628678,233.1540736739311,STOCKOUT_RISK,35,15,34.62,114.29,47.22,765.0
80045-2024,ZCTA 80045,80045,US,39.746661,-104.837224,232.97611190982647,STOCKOUT_RISK,7,821,0.0,7.6,7.61,2042.0
37351-2024,ZCTA 37351,37351,US,35.100285,-85.260363,232.58950970255324,STOCKOUT_RISK,120,64,-34.43,166.67,-8.54,1205.0
15064-2024,ZCTA 15064,15064,US,40.355253,-80.148391,232.3858192024571,STOCKOUT_RISK,65,106,-2.99,65.62,29.11,1361.0
