id,hub,zcta,state,latitude,longitude,predicted_pressure,predicted_risk,owner_households,renter_households,owner_yoy_pct,renter_yoy_pct,housing_units_yoy_pct,median_rent_usd
62870-2024,ZCTA 62870,62870,US,38.635153,-89.053057,135.97808666003164,STOCKOUT_RISK,724,222,4.17,8.82,1.28,856.0
40241-2024,ZCTA 40241,40241,US,38.299974,-85.575689,135.97763494480722,STOCKOUT_RISK,9531,3757,2.54,-2.92,0.71,1465.0
48893-2024,ZCTA 48893,48893,US,43.686552,-84.989883,135.97564148266025,STOCKOUT_RISK,2016,176,1.15,37.5,5.92,1603.0
38672-2024,ZCTA 38672,38672,US,34.911431,-89.92787,135.9742506776819,STOCKOUT_RISK,5124,673,2.93,28.19,3.25,2218.0
97487-2024,ZCTA 97487,97487,US,43.988857,-123.3872,135.9734318915834,STOCKOUT_RISK,2620,826,-19.26,22.01,-10.48,1456.0
74471-2024,ZCTA 74471,74471,US,35.834204,-94.871883,135.9733658650254,STOCKOUT_RISK,467,113,-0.21,24.18,0.87,675.0
48615-2024,ZCTA 48615,48615,US,43.422237,-84.474354,135.97165828527451,STOCKOUT_RISK,881,239,0.57,13.81,1.38,792.0
57018-2024,ZCTA 57018,57018,US,43.797893,-96.981006,135.97159761567252,STOCKOUT_RISK,467,113,8.35,11.88,6.77,736.0
18821-2024,ZCTA 18821,18821,US,41.98982,-75.722697,135.9668365968246,STOCKOUT_RISK,332,130,-2.06,5.69,1.0,713.0
46550-2024,ZCTA 46550,46550,US,41.446944,-86.000648,135.96124597739532,STOCKOUT_RISK,3373,1222,10.45,-4.68,5.28,843.0
25438-2024,ZCTA 25438,25438,US,39.323441,-77.864008,135.96104874838696,STOCKOUT_RISK,2135,799,10.56,-4.2,3.44,1087.0
50021-2024,ZCTA 50021,50021,US,41.724292,-93.565308,135.96078131252798,STOCKOUT_RISK,9126,3118,3.05,2.1,3.07,1393.0
48628-2024,ZCTA 48628,48628,US,43.773578,-84.324041,135.96029598605543,STOCKOUT_RISK,773,64,-2.28,45.45,-0.47,1500.0
99682-2024,ZCTA 99682,99682,US,61.191347,-151.183556,135.95593147864443,STOCKOUT_RISK,54,41,-12.9,13.89,-1.72,661.0
15022-2024,ZCTA 15022,15022,US,40.124908,-79.939333,135.9533799867002,STOCKOUT_RISK,3096,1222,6.1,5.07,1.8,799.0
77358-2024,ZCTA 77358,77358,US,30.543328,-95.443351,135.94359107846205,STOCKOUT_RISK,1434,601,-12.02,15.8,-6.67,1070.0
08051-2024,ZCTA 08051,8051,US,39.784025,-75.175979,135.93698347205603,STOCKOUT_RISK,3765,971,4.32,7.65,4.82,1836.0
67701-2024,ZCTA 67701,67701,US,39.394217,-101.050067,135.93571388620478,STOCKOUT_RISK,1776,701,-1.61,7.35,0.0,750.0
53121-2024,ZCTA 53121,53121,US,42.719665,-88.534317,135.93389523328497,STOCKOUT_RISK,5531,2136,-0.9,4.76,0.75,1054.0
74565-2024,ZCTA 74565,74565,US,34.81983,-95.822508,135.9330627332033,STOCKOUT_RISK,135,42,12.5,10.53,11.42,439.0
13667-2024,ZCTA 13667,13667,US,44.802907,-75.020475,135.9330155543318,STOCKOUT_RISK,1032,430,11.21,-4.66,4.01,823.0
61537-2024,ZCTA 61537,61537,US,41.119166,-89.471442,135.93046023738967,STOCKOUT_RISK,892,309,12.77,0.0,8.75,685.0
59864-2024,ZCTA 59864,59864,US,47.531668,-114.119557,135.93030743404685,STOCKOUT_RISK,1817,764,8.22,-2.92,1.92,913.0
15207-2024,ZCTA 15207,15207,US,40.399268,-79.934801,135.93001002941037,STOCKOUT_RISK,3227,1612,2.64,-3.07,0.75,1037.0
47335-2024,ZCTA 47335,47335,US,39.811527,-85.206596,135.92994842733165,STOCKOUT_RISK,207,90,-4.61,5.88,-2.96,714.0
64772-2024,ZCTA 64772,64772,US,37.825099,-94.333504,135.92728407499908,STOCKOUT_RISK,3650,1687,-3.85,2.93,-0.43,731.0
70433-2024,ZCTA 70433,70433,US,30.462717,-90.140504,135.92213044494738,STOCKOUT_RISK,12297,5171,3.93,-3.42,0.72,1424.0
17772-2024,ZCTA 17772,17772,US,41.125057,-76.713033,135.92125194796512,STOCKOUT_RISK,960,149,5.73,24.17,5.96,823.0
77640-2024,ZCTA 77640,77640,US,29.880511,-93.941151,135.91677594522136,STOCKOUT_RISK,4822,2353,3.08,1.55,-0.19,1254.0
57042-2024,ZCTA 57042,57042,US,43.971319,-97.144098,135.91424156859603,STOCKOUT_RISK,2244,1087,7.63,-6.62,0.85,963.0
92064-2024,ZCTA 92064,92064,US,32.984352,-117.013537,135.91166219498186,STOCKOUT_RISK,12350,4076,-0.64,2.13,-0.28,2301.0
83835-2024,ZCTA 83835,83835,US,47.79695,-116.660251,135.90935485050852,STOCKOUT_RISK,7441,1669,-2.82,21.56,0.17,1738.0
24522-2024,ZCTA 24522,24522,US,37.376791,-78.778773,135.9090658087237,STOCKOUT_RISK,2825,1114,-7.89,11.07,-2.61,851.0
74126-2024,ZCTA 74126,74126,US,36.237483,-96.017974,135.9089060025571,STOCKOUT_RISK,2172,1437,-0.09,-5.27,-1.29,1127.0
17099-2024,ZCTA 17099,17099,US,40.63673,-77.580106,135.90869015913484,STOCKOUT_RISK,429,130,5.93,6.56,7.02,806.0
75930-2024,ZCTA 75930,75930,US,31.33998,-94.035231,135.90630734176574,STOCKOUT_RISK,728,109,-11.0,45.33,-3.13,1583.0
13069-2024,ZCTA 13069,13069,US,43.329276,-76.380655,135.90602080499377,STOCKOUT_RISK,6369,3204,-2.15,-3.2,-2.34,926.0
18301-2024,ZCTA 18301,18301,US,41.04236,-75.175818,135.90087860262983,STOCKOUT_RISK,7172,2522,1.31,7.32,-1.27,1438.0
93723-2024,ZCTA 93723,93723,US,36.789756,-119.952559,135.90067388463564,STOCKOUT_RISK,3154,770,5.63,8.91,5.22,1844.0
60970-2024,ZCTA 60970,60970,US,40.793923,-87.741344,135.90057189265787,STOCKOUT_RISK,2006,807,7.39,0.0,1.2,790.0
11755-2024,ZCTA 11755,11755,US,40.857817,-73.116844,135.8995749253698,STOCKOUT_RISK,3206,879,-1.23,9.06,0.17,2157.0
11801-2024,ZCTA 11801,11801,US,40.762304,-73.524452,135.89678611549212,STOCKOUT_RISK,10844,1913,-4.3,24.22,-0.78,3092.0
88119-2024,ZCTA 88119,88119,US,34.359273,-104.368696,135.89503029078872,STOCKOUT_RISK,528,229,18.65,3.62,8.72,387.0
33772-2024,ZCTA 33772,33772,US,27.843593,-82.796683,135.89274382664044,STOCKOUT_RISK,7710,2872,1.9,5.12,0.66,1608.0
50219-2024,ZCTA 50219,50219,US,41.420701,-92.896694,135.8913904444476,STOCKOUT_RISK,3673,1616,-1.32,-1.04,0.34,1026.0
17404-2024,ZCTA 17404,17404,US,40.002636,-76.773535,135.8898601556366,STOCKOUT_RISK,10763,4365,0.93,-1.07,0.65,1134.0
33027-2024,ZCTA 33027,33027,US,25.98811,-80.340442,135.88975186084042,STOCKOUT_RISK,20261,5783,0.71,6.64,0.93,1832.0
02554-2024,ZCTA 02554,2554,US,41.290114,-70.096294,135.88903830957696,STOCKOUT_RISK,3652,1475,-2.38,25.21,0.71,2224.0
11516-2024,ZCTA 11516,11516,US,40.626223,-73.726779,135.88622286064202,STOCKOUT_RISK,2314,893,5.66,-6.1,-0.51,2214.0
15068-2024,ZCTA 15068,15068,US,40.557182,-79.725822,135.88364770792845,STOCKOUT_RISK,12144,4677,1.94,3.66,1.69,802.0
62690-2024,ZCTA 62690,62690,US,39.505643,-89.766163,135.87787417864683,STOCKOUT_RISK,1066,414,-4.05,9.52,2.16,864.0
46628-2024,ZCTA 46628,46628,US,41.720236,-86.32023,135.87771956389275,STOCKOUT_RISK,7380,3407,-1.31,0.41,-0.9,1104.0
47584-2024,ZCTA 47584,47584,US,38.251069,-87.256759,135.8737170349897,STOCKOUT_RISK,55,14,0.0,16.67,2.78,833.0
08075-2024,ZCTA 08075,8075,US,40.029676,-74.948997,135.87276669003663,STOCKOUT_RISK,8001,3460,2.46,-5.49,-0.96,1451.0
07871-2024,ZCTA 07871,7871,US,41.046696,-74.627989,135.8722951094144,STOCKOUT_RISK,7025,973,-1.61,31.49,0.79,1855.0
49679-2024,ZCTA 49679,49679,US,43.878375,-85.158857,135.86724088042453,STOCKOUT_RISK,524,49,4.17,44.12,3.33,1038.0
22315-2024,ZCTA 22315,22315,US,38.756764,-77.147432,135.86518792402538,STOCKOUT_RISK,8791,2748,4.75,-0.36,2.27,2519.0
74008-2024,ZCTA 74008,74008,US,35.92396,-95.877201,135.86137987527778,STOCKOUT_RISK,9403,2941,6.25,2.3,4.78,1365.0
57579-2024,ZCTA 57579,57579,US,43.576177,-100.788909,135.85783307486682,STOCKOUT_RISK,261,151,-8.1,3.42,-4.0,846.0
30224-2024,ZCTA 30224,30224,US,33.204432,-84.239735,135.85776281169782,STOCKOUT_RISK,6841,3542,-3.59,-4.73,-2.88,1166.0
22560-2024,ZCTA 22560,22560,US,37.91585,-76.961086,135.85719928628816,STOCKOUT_RISK,1783,926,7.34,-5.03,1.39,977.0
45761-2024,ZCTA 45761,45761,US,39.425792,-82.075353,135.85639962841097,STOCKOUT_RISK,580,128,10.48,13.27,9.18,822.0
56164-2024,ZCTA 56164,56164,US,44.053834,-96.333008,135.85244442599682,STOCKOUT_RISK,1836,593,-2.34,11.68,1.25,742.0
54755-2024,ZCTA 54755,54755,US,44.575754,-91.681293,135.852005845608,STOCKOUT_RISK,2142,782,-1.43,6.98,0.5,914.0
57381-2024,ZCTA 57381,57381,US,44.388019,-98.730903,135.83958870352373,STOCKOUT_RISK,140,90,-11.95,0.0,4.88,523.0
14414-2024,ZCTA 14414,14414,US,42.890961,-77.743757,135.83789705472776,STOCKOUT_RISK,2087,793,0.43,1.54,0.78,944.0
53948-2024,ZCTA 53948,53948,US,43.776559,-90.040249,135.83750920807466,STOCKOUT_RISK,2582,977,2.54,6.66,1.4,889.0
73028-2024,ZCTA 73028,73028,US,35.977959,-97.631501,135.83619318616547,STOCKOUT_RISK,938,384,-9.89,12.94,-4.48,798.0
72227-2024,ZCTA 72227,72227,US,34.77685,-92.373303,135.83590214106513,STOCKOUT_RISK,2871,1771,-8.48,-1.72,-2.49,1038.0
29520-2024,ZCTA 29520,29520,US,34.687998,-79.929523,135.83439956519769,STOCKOUT_RISK,3835,1691,5.85,0.83,2.53,807.0
96765-2024,ZCTA 96765,96765,US,21.925564,-159.499116,135.83265598671505,STOCKOUT_RISK,126,68,0.0,-4.23,0.0,1875.0
08048-2024,ZCTA 08048,8048,US,39.95385,-74.803026,135.83246532676174,STOCKOUT_RISK,3504,1283,-0.34,1.58,0.24,1664.0
68467-2024,ZCTA 68467,68467,US,40.865457,-97.598134,135.82778325383813,STOCKOUT_RISK,2738,1139,4.3,0.09,0.8,876.0
17978-2024,ZCTA 17978,17978,US,40.616479,-76.652263,135.826655541777,STOCKOUT_RISK,134,64,13.56,-13.51,4.85,948.0
74501-2024,ZCTA 74501,74501,US,34.984203,-95.786716,135.8258273120826,STOCKOUT_RISK,7849,3624,1.37,0.17,0.54,914.0
56345-2024,ZCTA 56345,56345,US,46.009991,-94.383794,135.8228299314325,STOCKOUT_RISK,4781,1637,-1.77,8.12,-0.99,780.0
23958-2024,ZCTA 23958,23958,US,37.27396,-78.65694,135.820238188911,STOCKOUT_RISK,954,273,2.91,14.71,0.69,1157.0
16601-2024,ZCTA 16601,16601,US,40.552519,-78.372994,135.8194589812365,STOCKOUT_RISK,9452,4163,0.9,0.17,1.05,803.0
40033-2024,ZCTA 40033,40033,US,37.544245,-85.225566,135.8158478232349,STOCKOUT_RISK,3392,1434,3.7,-1.24,1.65,731.0
60007-2024,ZCTA 60007,60007,US,42.023966,-87.999755,135.81390505895257,STOCKOUT_RISK,9876,3386,3.31,0.77,2.78,1615.0
12936-2024,ZCTA 12936,12936,US,44.285062,-73.40145,135.81120798446977,STOCKOUT_RISK,269,65,0.75,35.42,-1.86,910.0
98346-2024,ZCTA 98346,98346,US,47.826022,-122.527151,135.8039925073676,STOCKOUT_RISK,3241,769,-0.43,17.94,0.19,1591.0
49548-2024,ZCTA 49548,49548,US,42.867826,-85.662972,135.80104992188265,STOCKOUT_RISK,9275,3434,0.57,2.11,1.06,1207.0
97457-2024,ZCTA 97457,97457,US,43.064513,-123.229471,135.79899189369849,STOCKOUT_RISK,3132,1276,3.23,-0.55,1.37,963.0
64015-2024,ZCTA 64015,64015,US,39.020721,-94.301688,135.7951961279524,STOCKOUT_RISK,9166,3532,1.52,-0.06,0.46,1197.0
52769-2024,ZCTA 52769,52769,US,41.605806,-90.847234,135.7912380937476,STOCKOUT_RISK,193,73,4.89,0.0,2.87,978.0
73053-2024,ZCTA 73053,73053,US,35.355908,-98.412145,135.7875357250619,STOCKOUT_RISK,193,55,29.53,-5.17,16.6,681.0
91354-2024,ZCTA 91354,91354,US,34.458422,-118.55414,135.78657250123965,STOCKOUT_RISK,8617,2532,1.16,3.39,1.14,3098.0
78121-2024,ZCTA 78121,78121,US,29.351052,-98.088866,135.78488449798087,STOCKOUT_RISK,4585,689,1.1,27.12,2.3,1192.0
11771-2024,ZCTA 11771,11771,US,40.87373,-73.5253,135.77952705921905,STOCKOUT_RISK,2956,1005,11.21,-3.55,4.37,2017.0
25270-2024,ZCTA 25270,25270,US,38.877167,-81.457837,135.77936205241275,STOCKOUT_RISK,369,74,40.3,-3.9,19.27,577.0
29728-2024,ZCTA 29728,29728,US,34.764953,-80.400558,135.77889209118348,STOCKOUT_RISK,2346,1289,-3.46,-1.3,-0.11,716.0
97324-2024,ZCTA 97324,97324,US,44.33862,-123.62776,135.7779020351682,STOCKOUT_RISK,363,168,19.41,-1.18,7.93,1193.0
92651-2024,ZCTA 92651,92651,US,33.57148,-117.772889,135.77702735657226,STOCKOUT_RISK,7486,3692,3.1,-4.85,0.73,2995.0
97117-2024,ZCTA 97117,97117,US,45.631941,-123.335885,135.77528596513898,STOCKOUT_RISK,258,40,10.26,14.29,10.78,1857.0
48167-2024,ZCTA 48167,48167,US,42.432426,-83.52436,135.77508951584622,STOCKOUT_RISK,7854,2739,6.77,-0.33,4.28,1653.0
44657-2024,ZCTA 44657,44657,US,40.744724,-81.094903,135.77145751057074,STOCKOUT_RISK,3098,1226,2.04,0.57,0.15,905.0
35740-2024,ZCTA 35740,35740,US,34.965286,-85.777448,135.76975163759124,STOCKOUT_RISK,1046,509,3.56,-3.23,2.12,580.0
50002-2024,ZCTA 50002,50002,US,41.514826,-94.648337,135.76922903059526,STOCKOUT_RISK,518,130,3.19,15.04,5.65,893.0
46930-2024,ZCTA 46930,46930,US,40.40946,-85.572582,135.76693924231807,STOCKOUT_RISK,61,24,-4.69,9.09,0.0,814.0
74066-2024,ZCTA 74066,74066,US,35.994351,-96.170162,135.7622290440374,STOCKOUT_RISK,9269,3416,0.15,4.69,0.9,1062.0
98674-2024,ZCTA 98674,98674,US,45.951267,-122.665541,135.7604904437879,STOCKOUT_RISK,4280,1564,7.19,-3.34,2.44,1261.0
95747-2024,ZCTA 95747,95747,US,38.778421,-121.368829,135.76026785932146,STOCKOUT_RISK,24330,5756,4.59,8.05,4.71,2182.0
57257-2024,ZCTA 57257,57257,US,45.49661,-97.030948,135.75976120967934,STOCKOUT_RISK,132,76,5.6,-3.8,8.56,557.0
00775-2024,ZCTA 00775,775,US,18.326611,-65.307771,135.75780771305404,STOCKOUT_RISK,353,171,24.73,17.93,6.21,528.0
79603-2024,ZCTA 79603,79603,US,32.333551,-99.927724,135.7553629834032,STOCKOUT_RISK,5454,3251,7.53,-13.4,-0.75,1068.0
48841-2024,ZCTA 48841,48841,US,43.112204,-84.239315,135.7550332331547,STOCKOUT_RISK,301,56,11.48,14.29,7.42,915.0
46737-2024,ZCTA 46737,46737,US,41.717155,-84.905186,135.7478075949362,STOCKOUT_RISK,2857,445,5.04,32.84,6.35,837.0
70301-2024,ZCTA 70301,70301,US,29.808328,-90.750267,135.7478048561024,STOCKOUT_RISK,15010,5118,3.73,4.13,3.32,1013.0
83555-2024,ZCTA 83555,83555,US,46.076618,-116.716222,135.74493314906667,STOCKOUT_RISK,131,57,-3.68,18.75,7.74,788.0
47396-2024,ZCTA 47396,47396,US,40.189183,-85.517178,135.73977043728655,STOCKOUT_RISK,2622,308,-5.82,41.94,-6.19,910.0
38871-2024,ZCTA 38871,38871,US,34.33457,-89.206816,135.73230503354057,STOCKOUT_RISK,770,171,1.18,24.82,1.97,649.0
26164-2024,ZCTA 26164,26164,US,39.013355,-81.694848,135.7315411841826,STOCKOUT_RISK,2406,753,7.46,6.21,2.44,773.0
44425-2024,ZCTA 44425,44425,US,41.168852,-80.578164,135.72636509063335,STOCKOUT_RISK,4852,1319,-2.24,16.21,0.33,831.0
48439-2024,ZCTA 48439,48439,US,42.91714,-83.631336,135.72547343591742,STOCKOUT_RISK,15900,5525,-0.59,4.42,0.88,1123.0
66901-2024,ZCTA 66901,66901,US,39.560035,-97.63895,135.72506311504088,STOCKOUT_RISK,1757,761,2.75,3.68,-3.04,800.0
20720-2024,ZCTA 20720,20720,US,38.996376,-76.783377,135.72406950323565,STOCKOUT_RISK,7579,722,-4.53,37.52,-2.51,3118.0
07014-2024,ZCTA 07014,7014,US,40.831339,-74.135419,135.72288279736424,STOCKOUT_RISK,1450,466,10.77,-3.12,3.94,2525.0
88267-2024,ZCTA 88267,88267,US,33.296728,-103.392341,135.72250863166659,STOCKOUT_RISK,396,194,-5.04,4.86,-0.83,948.0
31793-2024,ZCTA 31793,31793,US,31.461884,-83.58121,135.72038060988146,STOCKOUT_RISK,2781,1048,-2.18,8.6,-1.38,754.0
14813-2024,ZCTA 14813,14813,US,42.252647,-77.995104,135.7202971359235,STOCKOUT_RISK,827,203,5.62,19.41,4.79,726.0
03304-2024,ZCTA 03304,3304,US,43.133177,-71.537242,135.7196373443731,STOCKOUT_RISK,2500,358,-3.1,31.14,-0.03,1539.0
63023-2024,ZCTA 63023,63023,US,38.268629,-90.698824,135.719186566287,STOCKOUT_RISK,1673,222,-4.13,35.37,-3.51,1045.0
81201-2024,ZCTA 81201,81201,US,38.555478,-106.107468,135.71708860022616,STOCKOUT_RISK,3276,1436,2.79,-1.44,-1.59,1459.0
14905-2024,ZCTA 14905,14905,US,42.087725,-76.843282,135.71376548455243,STOCKOUT_RISK,2627,1223,0.38,-1.53,1.07,1009.0
97064-2024,ZCTA 97064,97064,US,45.859077,-123.235525,135.70938927810292,STOCKOUT_RISK,1267,293,4.71,15.35,3.57,1230.0
40383-2024,ZCTA 40383,40383,US,38.006622,-84.739332,135.70884332469814,STOCKOUT_RISK,7077,2764,1.83,0.33,1.51,1146.0
46947-2024,ZCTA 46947,46947,US,40.760974,-86.373099,135.70605495272937,STOCKOUT_RISK,8052,3084,-0.7,4.97,-0.51,804.0
12979-2024,ZCTA 12979,12979,US,44.989281,-73.372178,135.6986563735499,STOCKOUT_RISK,713,479,5.32,-17.27,-5.58,737.0
00907-2024,ZCTA 00907,907,US,18.452271,-66.087625,135.69669275747793,STOCKOUT_RISK,5610,3120,7.53,1.0,3.9,1007.0
76426-2024,ZCTA 76426,76426,US,33.16006,-97.840034,135.69606916985308,STOCKOUT_RISK,2865,955,-2.52,11.18,-1.58,1349.0
32352-2024,ZCTA 32352,32352,US,30.662261,-84.591627,135.69543957122372,STOCKOUT_RISK,1697,595,-4.34,12.9,-3.05,1100.0
44455-2024,ZCTA 44455,44455,US,40.7723,-80.610166,135.69410667280954,STOCKOUT_RISK,454,86,-8.47,32.31,-3.32,673.0
70669-2024,ZCTA 70669,70669,US,30.242348,-93.272318,135.6908503314142,STOCKOUT_RISK,2996,809,1.46,16.74,5.49,1075.0
54629-2024,ZCTA 54629,54629,US,44.174054,-91.63934,135.68439291815565,STOCKOUT_RISK,905,222,-2.16,20.65,1.05,816.0
37172-2024,ZCTA 37172,37172,US,36.548385,-86.849451,135.68323900852695,STOCKOUT_RISK,7830,3492,-2.93,-1.91,-1.27,1161.0
11024-2024,ZCTA 11024,11024,US,40.816251,-73.742872,135.68317931273893,STOCKOUT_RISK,1845,439,3.94,12.28,2.28,2280.0
17543-2024,ZCTA 17543,17543,US,40.181032,-76.29538,135.6826061774364,STOCKOUT_RISK,13383,4880,1.72,0.16,0.3,1440.0
28159-2024,ZCTA 28159,28159,US,35.694166,-80.435209,135.68053233383165,STOCKOUT_RISK,887,434,12.85,-9.96,7.06,932.0
33486-2024,ZCTA 33486,33486,US,26.347543,-80.114805,135.67982019706338,STOCKOUT_RISK,6533,2478,1.78,-3.58,1.82,2318.0
53538-2024,ZCTA 53538,53538,US,42.908935,-88.871563,135.67946053490556,STOCKOUT_RISK,5912,2048,-0.3,6.33,-0.84,955.0
19063-2024,ZCTA 19063,19063,US,39.922229,-75.414058,135.67060230248896,STOCKOUT_RISK,10413,4493,-2.16,-3.11,-3.53,1765.0
79118-2024,ZCTA 79118,79118,US,35.106367,-101.739911,135.67055242673885,STOCKOUT_RISK,7848,2440,-2.05,9.56,-1.27,1348.0
82410-2024,ZCTA 82410,82410,US,44.351803,-108.155391,135.67032336157058,STOCKOUT_RISK,600,152,-3.85,22.58,-1.51,903.0
66869-2024,ZCTA 66869,66869,US,38.46881,-96.515162,135.66971847777862,STOCKOUT_RISK,194,99,-4.43,4.21,-3.84,499.0
08049-2024,ZCTA 08049,8049,US,39.854575,-75.038137,135.66960723442628,STOCKOUT_RISK,1611,553,-1.29,5.33,-4.02,1427.0
60475-2024,ZCTA 60475,60475,US,41.471958,-87.628338,135.66798429948165,STOCKOUT_RISK,2761,1494,2.41,-8.34,-2.92,1072.0
68638-2024,ZCTA 68638,68638,US,41.377775,-98.007171,135.65801143621354,STOCKOUT_RISK,480,201,-14.44,16.18,-8.32,817.0
12822-2024,ZCTA 12822,12822,US,43.228593,-73.922212,135.65792802163554,STOCKOUT_RISK,2014,630,8.69,9.95,6.81,999.0
13209-2024,ZCTA 13209,13209,US,43.081013,-76.236271,135.65748825731575,STOCKOUT_RISK,4134,1742,-0.27,0.58,-1.11,994.0
61008-2024,ZCTA 61008,61008,US,42.245929,-88.839859,135.6559163986642,STOCKOUT_RISK,9856,3013,-2.49,10.85,-0.21,998.0
45387-2024,ZCTA 45387,45387,US,39.799356,-83.887616,135.65309638612132,STOCKOUT_RISK,1899,717,4.46,0.0,1.11,886.0
83686-2024,ZCTA 83686,83686,US,43.498853,-116.604299,135.6529869182879,STOCKOUT_RISK,15745,4791,3.93,3.99,5.01,1361.0
40223-2024,ZCTA 40223,40223,US,38.258467,-85.539772,135.65266858467098,STOCKOUT_RISK,7228,2743,0.79,-0.22,1.29,1482.0
96749-2024,ZCTA 96749,96749,US,19.621282,-154.989735,135.64711722051032,STOCKOUT_RISK,5279,1713,1.75,6.8,2.12,1290.0
26039-2024,ZCTA 26039,26039,US,39.799369,-80.674066,135.6464310562429,STOCKOUT_RISK,132,52,22.22,0.0,2.41,1036.0
40456-2024,ZCTA 40456,40456,US,37.353471,-84.319508,135.6457158817357,STOCKOUT_RISK,2637,1008,1.85,5.77,-1.39,648.0
31545-2024,ZCTA 31545,31545,US,31.57256,-81.990861,135.64306466031505,STOCKOUT_RISK,3866,2041,-0.54,-3.09,0.23,873.0
98856-2024,ZCTA 98856,98856,US,48.343268,-120.263948,135.63936423675008,STOCKOUT_RISK,992,324,14.55,4.52,6.61,846.0
30076-2024,ZCTA 30076,30076,US,34.028579,-84.31137,135.63914784505639,STOCKOUT_RISK,11288,5360,0.69,-7.78,-2.09,1793.0
58759-2024,ZCTA 58759,58759,US,47.844676,-101.249698,135.63530822372942,STOCKOUT_RISK,255,38,9.44,22.58,5.54,950.0
99212-2024,ZCTA 99212,99212,US,47.665317,-117.307293,135.6327319932858,STOCKOUT_RISK,6129,2747,2.35,-4.55,0.55,1201.0
13110-2024,ZCTA 13110,13110,US,42.888747,-76.290192,135.6317365751259,STOCKOUT_RISK,902,118,10.54,31.11,4.7,1024.0
71943-2024,ZCTA 71943,71943,US,34.332363,-93.586172,135.63121563654923,STOCKOUT_RISK,994,538,-1.97,-0.74,1.42,694.0
97089-2024,ZCTA 97089,97089,US,45.426416,-122.442992,135.63085537689906,STOCKOUT_RISK,4498,467,-1.16,34.2,1.16,2605.0
56450-2024,ZCTA 56450,56450,US,46.236874,-93.843026,135.63043909844038,STOCKOUT_RISK,402,97,-2.9,36.62,3.58,941.0
29388-2024,ZCTA 29388,29388,US,34.762951,-82.045947,135.6294105956493,STOCKOUT_RISK,5121,1595,3.37,10.0,2.13,928.0
34984-2024,ZCTA 34984,34984,US,27.249005,-80.330553,135.62897772318084,STOCKOUT_RISK,6000,1126,3.63,18.15,3.86,2019.0
08322-2024,ZCTA 08322,8322,US,39.611103,-75.048771,135.62843555146668,STOCKOUT_RISK,3038,505,-2.25,26.25,0.54,1614.0
61473-2024,ZCTA 61473,61473,US,40.709145,-90.649735,135.6279261007222,STOCKOUT_RISK,405,167,3.32,2.45,-7.24,840.0
33870-2024,ZCTA 33870,33870,US,27.503346,-81.367739,135.62524239397854,STOCKOUT_RISK,7675,3490,-1.26,5.15,-0.38,1030.0
33971-2024,ZCTA 33971,33971,US,26.638858,-81.700343,135.61110171339288,STOCKOUT_RISK,6641,1828,0.45,9.26,1.77,1874.0
98357-2024,ZCTA 98357,98357,US,48.333855,-124.635404,135.60810795138923,STOCKOUT_RISK,349,144,-9.82,13.39,-5.58,475.0
47546-2024,ZCTA 47546,47546,US,38.418741,-86.9326,135.60607737164605,STOCKOUT_RISK,6501,2728,-1.04,2.13,0.33,818.0
34711-2024,ZCTA 34711,34711,US,28.52078,-81.753851,135.604363642327,STOCKOUT_RISK,19384,6565,-0.13,3.32,0.98,1883.0
14504-2024,ZCTA 14504,14504,US,42.968431,-77.232695,135.6040183801325,STOCKOUT_RISK,586,154,2.81,10.0,2.15,1310.0
45218-2024,ZCTA 45218,45218,US,39.266233,-84.519763,135.6035483066693,STOCKOUT_RISK,1040,506,7.22,-12.0,-2.51,993.0
12022-2024,ZCTA 12022,12022,US,42.666547,-73.333967,135.60095858236735,STOCKOUT_RISK,304,92,-5.59,16.46,0.44,1117.0
17061-2024,ZCTA 17061,17061,US,40.563855,-76.900146,135.59955126052688,STOCKOUT_RISK,2180,801,0.65,4.57,0.25,819.0
46373-2024,ZCTA 46373,46373,US,41.441816,-87.467779,135.59618929158808,STOCKOUT_RISK,6468,190,0.51,46.15,2.04,981.0
88081-2024,ZCTA 88081,88081,US,32.219357,-106.293671,135.59452736849445,STOCKOUT_RISK,3510,1550,11.18,-3.19,0.44,853.0
21643-2024,ZCTA 21643,21643,US,38.645584,-75.869896,135.5934596209977,STOCKOUT_RISK,1683,384,-0.94,22.29,0.13,909.0
53943-2024,ZCTA 53943,53943,US,43.386819,-90.035254,135.5923594041958,STOCKOUT_RISK,369,91,0.54,18.18,0.79,1073.0
15902-2024,ZCTA 15902,15902,US,40.319201,-78.868879,135.58917999184445,STOCKOUT_RISK,3247,1803,-0.31,-0.72,-0.94,703.0
13827-2024,ZCTA 13827,13827,US,42.117827,-76.249166,135.58866968263897,STOCKOUT_RISK,3525,1422,7.08,-3.79,4.46,915.0
57001-2024,ZCTA 57001,57001,US,43.004185,-96.657255,135.58840233377194,STOCKOUT_RISK,475,158,-3.46,9.72,-0.3,839.0
65672-2024,ZCTA 65672,65672,US,36.560353,-93.219489,135.5879209512015,STOCKOUT_RISK,2684,954,8.1,9.4,2.49,921.0
04979-2024,ZCTA 04979,4979,US,44.93938,-69.808142,135.58532123257424,STOCKOUT_RISK,380,49,5.56,36.11,1.85,915.0
39083-2024,ZCTA 39083,39083,US,31.835325,-90.467283,135.58525864566883,STOCKOUT_RISK,2223,1075,4.22,3.86,-0.37,651.0
